1J1O,LH:Y,-12.90285512
1JRH,LH:I,-13.63183811
1JTP,A:L,-12.20866185
1KCR,LH:P,-12.0691103
1KEN,LH:AB,-13.48646484
1N64,LH:P,-9.665013969
1N8Z,AB:C,-10.86643844
1NC2,AB:D,-9.454779205
1NCB,LH:N,-11.10362338
1NFD,EF:AB,-9.291848378
1NL0,LH:G,-9.984768352
1OB1,BA:C,-11.5339892
1P4B,LH:P,-10.35370275
1QFU,LH:AB,-10.73153405
1QFW,LHMI:AB,-13.00187514
1R3K,AB:C,-11.03989775
1TJH,LH:P,-9.89440184
1TZG,LH:P,-10.11463916
1TZH,AB:V,-10.12291891
1TZI,AB:V,-10.67220166
1WEJ,LH:F,-10.4107495
1YJD,LH:C,-12.8888306
2ADF,LH:A,-11.85651597
2B2X,LH:A,-12.81772221
2B4C,LH:GC,-11.43276748
2CK0,LH:P,-10.99628191
2CMR,LH:A,-11.77602229
2DD8,LH:S,-13.00319428
2DWD,BA:C,-11.2218731
2EH8,LH:P,-11.31681862
2FD6,LH:AU,-10.3070384
2GHW,B:A,-18.10455813
2H1P,LH:P,-10.86039883
2HFG,LH:R,-14.19456277
2HMI,CD:EFAB,-11.17102225
2HRP,LH:P,-11.23823702
2J4W,LH:D,-12.82160044
2J5L,BC:A,-13.34179028
2JEL,LH:P,-12.14126877
2NY7,LH:G,-10.86942182
2NYY,CD:A,-15.77801601
2P46,B:A,-11.62513151
2Q8A,LH:A,-11.19296562
2QAD,CD:AB,-10.69710632
2QHR,LH:P,-11.53889353
2QQK,LH:A,-12.46111592
2QQN,LH:A,-12.77486922
2R0L,LH:AB,-13.44098947
2UZI,LH:R,-11.73560615
2VC2,HL:AB,-13.89006415
2VIR,AB:C,-12.87341083
2VWE,CE:A,-12.986013
2VXT,H:I,-10.84222179
2W9E,LH:A,-12.93017205
2XQB,LH:A,-13.93886711
2XWT,BA:C,-13.40211731
2Y36,HL:P,-10.25360555
2Y5T,AB:EF,-9.520096981
2Y6S,CD:P,-11.22723904
2ZCH,LH:P,-10.84100565
3AB0,CB:A,-11.79345557
3B2U,LH:A,-14.32466573
3BO8,B:AC,-11.46680413
3C2A,LH:P,-11.46867921
3CSY,AB:IJ,-12.57476764
3D85,AB:CD,-12.04177017
3EBA,A:B,-10.59659029
3EO1,AB:C,-10.9520702
3FFD,BA:P,-11.5600923
3G04,AB:C,-12.46005538
3G5V,AB:C,-11.53740969
3G6D,LH:A,-10.02784324
3GBN,HL:AB,-11.56500954
3GHE,LH:P,-11.79901415
3GI8,LH:C,-12.52053896
3GI9,LH:C,-12.3429801
3H3B,A:C,-13.98612438
3H42,LH:AB,-15.7732627
3HB3,CD:AB,-12.73491715
3HI1,LH:G,-14.27922787
3HI6,LH:A,-13.75004134
3HMX,LH:AB,-11.73560335
3IDX,LH:G,-9.87162336
3IU3,BA:I,-9.1870598
3K2U,LH:AB,-13.65687859
3K3Q,A:BC,-9.055353743
3KR3,LH:D,-13.4217325
3LD8,BC:A,-14.48206801
3LIZ,LH:A,-12.01358273
3MA9,LH:A,-12.17250988
3MJ9,LH:A,-13.31561752
3MLR,LH:P,-10.49398615
3MLW,LH:P,-10.6624369
3MLX,LH:P,-12.19944648
3MNW,AB:P,-11.85563439
3MXW,LH:A,-11.515076
3N85,LH:A,-14.50338494
3O0R,LH:BC,-11.60143086
3O2D,LH:A,-14.33094163
3O41,LH:P,-11.52965659
3P0G,B:A,-12.4134292
3PGF,LH:A,-16.04339842
3Q1S,LH:I,-10.99527844
3Q3G,CD:G,-12.31769651
3R1G,LH:B,-13.26382341
3RJQ,B:A,-12.42596659
3RU8,LH:X,-12.84638586
3RVV,CD:A,-12.38817107
3S35,LH:X,-10.81075932
3S36,LH:X,-14.65672694
3SDY,HL:AB,-10.06299725
3SE8,LH:G,-8.975375923
3SO3,BC:A,-13.87238156
3STB,A:CD,-11.95860076
3T2N,LH:A,-11.42688844
3TJE,LH:F,-10.68050093
3TYG,LH:A,-10.32681988
3U0T,CD:E,-11.60148857
3UC0,LH:A,-10.95078028
3UJI,LH:P,-12.35067655
3UJJ,LH:P,-10.67186311
3V4V,HL:AB,-10.6266852
3V7A,FG:A,-9.1870598
3VE0,AB:IJ,-12.07095963
3W11,CD:ABEF,-12.79120343
3ZTN,HL:AB,-11.8527343
4AEI,LH:A,-14.03575159
4D9Q,DE:A,-9.1870598
4DAG,LH:A,-10.99135506
4DGV,LH:A,-10.5129976
4DK3,A:C,-9.993213637
4DW2,HL:U,-16.40597208
4FFY,LH:A,-11.00605264
4FQJ,LH:A,-14.02496326
4G6A,DC:B,-12.2572411
4G6F,LH:P,-10.99437282
4GAG,LH:P,-12.1735073
4HPO,LH:P,-12.26762424
4HPY,LH:P,-10.9085847
4I3R,LH:G,-9.637424841
1A4Y,B:A,-13.66770151
1AN1,E:I,-10.76271746
1APM,E:I,-11.60796734
1AVA,A:C,-11.47892638
1AVW,A:B,-12.4786437
1B41,A:B,-10.60927806
1BI8,A:B,-10.47399765
1BRB,E:I,-12.02925236
1BRC,E:I,-12.75625393
1BTH,LH:P,-11.56850597
1BUV,M:T,-15.8736952
1BVN,P:T,-13.82831272
1BZX,E:I,-12.3956829
1C9P,A:B,-12.02500537
1C9T,A:G,-12.09067877
1CA0,ABC:D,-13.04117422
1CGI,E:I,-14.14010079
1CLV,A:I,-11.72788833
1CMI,C:A,-10.173303
1CSO,E:I,-10.45532904
1DFJ,E:I,-14.63592247
1DHK,A:B,-14.26284446
1DP5,A:B,-14.11069701
1DTD,A:B,-12.99248876
1EAI,A:C,-12.63515021
1EAW,A:B,-11.92625081
1EJM,A:B,-12.45398876
1EUI,A:C,-11.95958492
1F34,A:B,-13.54251445
1FLE,E:I,-11.74421526
1FQ1,B:A,-10.59325259
1FSS,A:B,-10.13547792
1GL0,E:I,-11.31440123
1GPQ,C:A,-9.644352129
1GXD,A:C,-11.06822028
1HIA,AB:I,-12.66151246
1HJA,ABC:I,-12.30929835
1I51,AB:E,-10.76449344
1JIW,P:I,-12.94707128
1JLT,B:A,-12.03306225
1JTD,A:B,-12.52480392
1JTG,A:B,-14.08516128
1KU6,A:B,-10.66003194
1LW6,E:I,-11.22562935
1NB3,AP:I,-10.34482876
1NX1,A:C,-10.14893953
1OC0,B:A,-10.7841142
1OHH,ADG:H,-12.8136687
1OYV,A:I,-14.23230675
1PPF,E:I,-10.58667793
1PXV,A:C,-10.70423632
1SMP,A:I,-12.94432059
1STF,E:I,-12.57406891
1T6G,C:A,-11.90349541
1UDI,E:I,-10.85163482
1UEA,A:B,-15.24800625
1UGH,E:I,-12.52700827
1UKV,Y:G,-14.84628986
1UUZ,C:A,-9.034554114
1V5I,A:B,-12.3740697
1WPX,A:B,-11.36283696
1YC0,A:I,-14.47267894
1YVB,A:I,-11.20602555
1ZJD,A:B,-13.40360314
1ZLH,A:B,-12.14192666
1ZLI,A:B,-11.74678534
2ABZ,A:C,-12.14633045
2AOJ,A:C,-9.671048471
2AQ9,A:X,-9.422139457
2B42,B:A,-11.24456569
2B9J,A:C,-10.85400213
2BEX,C:A,-15.63876552
2E2D,A:C,-16.96316191
2F91,A:B,-10.01258464
2G2U,A:B,-13.48463756
2IJO,AB:I,-12.14570144
2IWT,A:B,-11.18049698
2J0T,A:D,-13.34228303
2J8X,A:B,-10.82437956
2KAI,AB:I,-12.0933444
2NQD,B:A,-9.70833922
2O8A,A:I,-12.00640739
2OUL,A:B,-10.15146614
2QKI,ABC:G,-9.773603911
2R9P,A:I,-9.1870598
2RA3,A:I,-9.1870598
2SIC,E:I,-12.88498476
2VU8,E:I,-10.71678843
2XUM,S:A,-9.569090797
2ZHX,A:B,-11.05048648
3BOW,AB:C,-11.05514337
3BRT,B:A,-12.28089507
3BX1,A:D,-10.29570358
3CBJ,A:B,-11.26856461
3CKI,A:B,-14.93764014
3CPJ,B:G,-10.81117742
3D36,A:C,-10.04695385
3D4U,A:B,-11.59052625
3E1Z,B:A,-11.15918166
3E2K,A:C,-9.1870598
3EQS,A:B,-12.03204836
3F1S,B:A,-10.94310423
3F8U,A:B,-12.42137561
3FJU,A:B,-10.7383581
3GMW,A:B,-13.20736935
3IMA,A:B,-11.54890684
3KFQ,A:C,-8.771273196
3KL8,A:B,-9.132787248
3LMS,A:B,-11.59467876
3MA2,D:B,-9.578411288
3NMS,ACB:M,-10.72776491
3SIP,AB:E,-9.908711202
3SSB,A:CI,-10.04153077
3TVJ,AB:I,-11.43005649
3U1J,AB:E,-11.31640004
3V4Y,A:B,-9.866574472
3V96,B:A,-15.03721245
3ZIA,HAGIE:J,-10.92001237
4A94,A:C,-9.1870598
4CPA,A:I,-12.17541768
4HX2,A:B,-12.29397975
4HX3,A:B,-12.06996451
4SGB,E:I,-12.72521828
1A22,A:B,-13.45678834
1B6C,A:B,-9.055622215
1BP3,A:B,-12.21922492
1BSX,X:A,-9.768768692
1CVS,A:C,-9.760415406
1D0G,A:R,-10.88429744
1D4V,B:A,-9.419956354
1D9K,CDP:AB,-10.74188283
1DE4,AB:C,-10.78016872
1DEV,A:B,-13.42257595
1DJS,B:A,-11.53589827
1E0O,A:B,-10.42256513
1EBA,C:A,-10.50271179
1ES7,A:B,-10.0043198
1EV2,A:E,-9.941806229
1EVT,A:C,-10.83594248
1EXU,B:A,-15.41965496
1F6F,A:B,-13.24257866
1FYH,A:B,-11.19696637
1G0Y,I:R,-13.01557873
1GAG,B:A,-9.450345133
1GHQ,A:B,-10.58804049
1HCF,A:X,-10.30036781
1I1R,B:A,-11.79543428
1IAR,A:B,-11.48375232
1IVO,C:A,-12.45967123
1J8H,ABC:DE,-9.708220898
1JDP,H:A,-12.98923306
1K4W,B:A,-9.303111174
1K7L,B:A,-8.904934271
1KG0,AB:DC,-11.75975035
1KGY,E:A,-11.28260137
1KTZ,A:B,-10.14343152
1KV6,C:A,-9.340627314
1KZZ,B:A,-13.33235141
1L2I,C:A,-9.277085836
1LP9,ABC:EF,-12.98720857
1LQV,C:A,-9.94941609
1LX5,A:B,-10.26755308
1M2Z,B:A,-8.677122475
1MV9,B:A,-9.130306018
1NRL,C:A,-9.340999106
1NRN,LH:R,-9.558096285
1NTV,A:B,-10.45839939
1NUN,A:B,-11.94051914
1OJ5,B:A,-9.092775921
1OQE,A:K,-9.780996744
1OW0,A:C,-10.44426504
1P8D,C:A,-9.004375179
1P9M,B:AC,-13.02921573
1PTO,CDF:AB,-19.67753058
1PZL,A:B,-9.253439049
1QRN,ABC:DE,-11.54918485
1R0O,CDA:B,-9.995822471
1R1K,A:D,-10.33020369
1R20,A:D,-10.26898256
1R2B,A:C,-10.08498773
1RJK,C:A,-9.520529732
1RPQ,W:A,-10.80332437
1RY7,A:B,-11.29968194
1SG1,A:X,-8.973538959
1SQ2,L:N,-11.81309434
1T34,H:A,-11.58250116
1T5Z,B:A,-10.23975946
1T6B,X:Y,-12.71038681
1TNR,A:R,-10.88953666
1UJW,B:A,-13.9226294
1WM0,Y:X,-9.177068099
1WWW,V:X,-9.577883975
1X7B,C:A,-9.158761263
1XU2,A:R,-9.517826574
1YMT,A:B,-9.580423663
1YOK,B:A,-9.12514635
1YPZ,AB:EF,-11.67569934
1YWH,B:A,-11.26164857
1Z5X,U:E,-9.83937328
1ZDT,A:P,-9.013496046
1ZH7,C:A,-9.957613224
2A3I,B:A,-9.261971388
2AQ2,B:A,-9.962680545
2AW2,A:B,-10.88054005
2BBA,P:A,-11.66521491
2BCX,A:B,-11.45264218
2BJ4,C:AB,-11.94877235
2BNQ,ABC:DE,-11.24562718
2BR8,F:A,-14.85779419
2C0L,B:A,-10.56054632
2FCW,A:B,-8.907215913
2FDB,M:P,-11.71903713
2FTS,A:P,-10.38836724
2GH0,C:A,-10.59126224
2GPH,A:B,-14.00496117
2HBH,B:A,-9.149566472
2HMH,A:B,-12.28294499
2HQW,A:B,-9.697858959
2IAM,ABP:CD,-10.34199117
2IFG,E:A,-11.76209781
2J12,A:B,-13.4165131
2JJT,C:A,-9.202436917
2OI9,AQ:BC,-13.11450053
2OVH,B:A,-9.326470664
2PR9,A:P,-11.51399989
2PSM,A:F,-10.10682233
2Q3Y,A:B,-9.816756363
2Q7N,B:A,-9.86012354
2QC1,A:B,-13.38137096
2RF9,A:C,-11.80995551
2UZX,A:B,-12.19273032
2V1T,C:A,-10.6428935
2V5E,B:A,-11.0869622
2V5P,C:A,-9.1870598
2VQ1,E:F,-16.85428194
2W10,A:C,-9.1870598
2W2P,PA:E,-11.15238592
2WO2,B:A,-9.923938271
2WO3,B:A,-11.80671659
2X11,B:A,-12.09977268
2X1W,A:L,-9.279060477
2XAC,A:C,-10.31658147
2XN9,CDE:AB,-12.7027738
2XXA,AF:B,-8.111673279
2Y7Q,B:A,-10.74286659
2YKT,A:B,-10.94953694
2YPL,ABC:DE,-12.92689324
2Z31,CDP:AB,-11.76894584
2Z3Q,A:B,-9.809692619
2Z64,C:A,-10.96808885
2Z8W,A:C,-9.203375575
2ZSH,B:A,-11.07905306
3ALQ,A:R,-11.85871348
3AQF,A:B,-12.38283081
3AU4,A:B,-10.48947342
3AY4,A:C,-11.38966144
3BEJ,E:A,-9.342367245
3BPO,A:BC,-10.65233921
3BTR,C:B,-10.12992715
3BUK,A:C,-9.217603694
3C59,B:A,-10.01558303
3CIK,BG:A,-11.11230566
3CZU,B:A,-11.39767065
3D24,B:A,-10.41996866
3D32,C:A,-10.6150665
3D48,P:R,-10.94221034
3D5O,A:F,-10.14699475
3EVS,B:C,-9.694439711
3EW3,A:B,-10.94539754
3EWT,A:E,-11.14726782
3EWV,A:E,-8.566936464
3EZQ,B:A,-9.30495468
3F1N,A:B,-10.24374155
3FF8,A:C,-11.17121383
3FRU,B:A,-11.95810571
3FSH,A:C,-9.281800429
3FXI,C:A,-11.4607557
3G9V,B:A,-10.2326196
3GN8,C:A,-9.02304342
3GQI,B:A,-11.26286529
3GSN,LAB:HP,-12.94214139
3GYT,B:A,-9.646887835
3H82,A:B,-12.60195838
3H9R,B:A,-9.537223394
3HG1,ABC:DE,-9.225708812
3IOL,B:A,-10.01471601
3JVF,A:C,-9.211498038
3K51,A:B,-11.5776779
3L0J,C:A,-9.0878969
3LAQ,A:U,-12.6789867
3LB6,AB:CD,-12.01986358
3LTF,D:A,-9.1870598
3M0A,D:A,-9.189014935
3MDY,B:A,-10.2603828
3ME2,A:R,-10.57926373
3MJ7,A:B,-10.92339534
3MJG,A:X,-9.624208858
3N00,A:B,-10.94568848
3N7R,C:A,-9.538264174
3NFK,C:A,-9.367767811
3NMN,B:A,-10.84632031
3NMT,B:A,-11.5051857
3NMV,B:A,-10.67009577
3O4L,ABC:DE,-10.49267219
3O4O,A:CB,-12.16241445
3OE0,I:A,-11.07160401
3ONA,B:A,-9.568691005
3PL6,AB:CD,-10.64930401
3QB4,A:B,-11.19598296
3QEL,A:B,-12.95976178
3QIB,ABP:CD,-10.67364242
3QN1,B:A,-11.64157771
3RT0,A:C,-12.40208502
3S97,C:A,-11.12788164
3S9D,A:B,-11.03888633
3SE3,B:AC,-14.97321557
3SO6,Q:A,-12.03619111
3TL8,B:A,-9.634006536
3TX7,A:B,-11.47222797
3U7U,G:A,-13.42783071
3U82,A:B,-11.26883297
3UDW,C:A,-13.14941701
3UP0,A:P,-8.823000847
3V2A,A:R,-9.504463775
3V2O,A:B,-11.001971
3V6B,A:R,-10.52377885
3VA2,A:C,-9.08550586
3VWK,AB:CD,-11.00678235
4A69,A:C,-12.99362957
4AY9,AB:X,-11.22183232
4DM6,E:A,-9.290557231
4E4D,X:R,-10.77374504
4FAO,A:CE,-12.63704487
12E9,H:L,-18.34384445
15C8,H:L,-19.89961637
1A0Q,H:L,-15.31498387
1A2Y,B:A,-13.23472376
1A3L,H:L,-18.74961816
1A3R,H:L,-19.95913084
1A4J,H:L,-15.03634148
1A6T,B:A,-20.84335511
1ACY,H:L,-16.3872489
1AD0,B:A,-19.33680363
1AD9,H:L,-19.53959822
1AE6,H:L,-18.14766256
1AJ7,H:L,-15.42589485
1AP2,B:A,-13.16242659
1B2W,H:L,-20.12893905
1BAF,H:L,-15.45202914
1BBJ,H:L,-19.39627272
1BLN,B:A,-19.22674952
1BZ7,B:A,-16.89128428
1C1E,H:L,-17.26858082
1C5D,L:H,-19.69668827
1CBV,H:L,-20.25643317
1CE1,H:L,-15.46644474
1CF8,H:L,-20.11057426
1CFN,B:A,-17.3045832
1CGS,H:L,-21.68759633
1CK0,H:L,-17.70999426
1CL7,HI:L,-17.78409574
1CR9,H:L,-19.46682912
1CZ8,H:L,-16.64981257
1D5B,B:A,-16.4635583
1DFB,H:L,-19.99022847
1DL7,H:L,-10.79619622
1DN0,B:A,-18.91577876
1DQD,H:L,-20.39779508
1DQL,H:L,-10.84764239
1DQM,H:L,-20.71668888
1E4W,H:L,-17.66657512
1E6J,H:L,-18.34456252
1EGJ,H:L,-17.08513649
1EHL,H:L,-19.68298266
1EJO,H:L,-16.21051084
1EMT,H:L,-14.88502512
1ETZ,H:L,-19.64456765
1F11,B:A,-16.48495353
1F3D,H:L,-17.76477312
1F4W,H:L,-14.22868549
1F58,H:L,-17.27671165
1F8T,H:L,-20.45311879
1FAI,H:L,-19.77808683
1FE8,H:L,-16.8827303
1FGN,H:L,-19.4824118
1FGV,H:L,-12.26695201
1FH5,H:L,-16.55394244
1FIG,H:L,-17.74912999
1FL3,H:L,-17.10626998
1FL5,H:L,-17.78732238
1FOR,H:L,-17.77088109
1FRG,H:L,-15.43243534
1FVC,B:A,-11.6771997
1G9M,H:L,-16.01327107
1GGB,H:L,-16.24562495
1GIG,H:L,-16.24690919
1H0D,B:A,-18.50331468
1H3P,H:L,-18.39152747
1HZH,H:L,-19.71035401
1I8I,B:A,-14.96919162
1I9I,H:L,-21.37470336
1IBG,H:L,-20.27088131
1IGF,H:L,-18.69773043
1IGI,H:L,-18.75918909
1IKF,H:L,-18.30882609
1IL1,A:B,-18.6997972
1IND,H:L,-13.79204829
1IQD,B:A,-15.06321008
1IT9,H:L,-16.59616863
1J05,H:L,-12.07048165
1JFQ,H:L,-17.75866032
1JGU,H:L,-19.17789356
1JN6,B:A,-15.47067168
1JNL,H:L,-16.78982698
1JPT,H:L,-16.59704121
1KC5,H:L,-17.67888232
1KCS,H:L,-16.8438755
1KEL,H:L,-14.61307573
1KEN,H:L,-19.49682668
1KFA,H:L,-18.83406651
1KN2,H:L,-19.5221896
1KTR,H:L,-11.94505348
1LO4,H:L,-19.33070319
1M71,B:A,-16.91558118
1MAM,H:L,-17.90672643
1MCO,H:L,-18.01100704
1MCP,H:L,-17.33417816
1MEX,H:L,-16.34812599
1MFB,H:L,-15.27896539
1MH5,B:A,-16.76610463
1MIM,H:L,-19.33411244
1MLB,B:A,-18.17239699
1MQK,H:L,-14.69855435
1N64,H:L,-18.65121728
1NAK,H:L,-16.68742572
1NCA,H:L,-20.27423265
1NCW,H:L,-20.61407687
1NGX,B:A,-16.09777785
1NJ9,H:L,-15.5126374
1OAQ,H:L,-11.75430516
1OB1,A:B,-20.29642181
1OM3,H:L,-10.70769209
1ORQ,B:A,-20.40579395
1P4B,H:L,-11.66246664
1P7K,H:L,-17.70594085
1Q0X,H:L,-15.55973662
1Q1J,H:L,-18.03050012
1Q72,H:L,-17.07661929
1Q9K,B:A,-17.94689561
1Q9L,B:A,-17.86650622
1QFW,H:L,-13.61609997
1R24,B:A,-17.60014335
1R3K,B:A,-17.8273012
1RHH,B:A,-20.89884215
1RIH,H:L,-17.89215684
1RMF,H:L,-15.03555017
1RZ7,H:L,-16.06054186
1RZF,H:L,-14.94355232
1RZG,B:A,-18.61875383
1RZI,B:A,-15.40219288
1S3K,H:L,-15.71762802
1SEQ,H:L,-19.42330912
1T2Q,L:H,-17.7908214
1T4K,B:A,-16.98142489
1T66,H:L,-19.91427106
1TJH,H:L,-15.58121557
1TZG,H:L,-16.31724947
1U6A,H:L,-18.20428866
1UWE,H:L,-16.43484108
1UYW,H:L,-19.39387859
1UZ6,H:L,-16.62616516
1UZ8,B:A,-15.9743812
1WZ1,H:L,-13.13509566
1Y0L,H:L,-18.62339967
1YJD,H:L,-17.92412976
1YUH,H:L,-16.85448641
1YY8,B:A,-16.76563543
1ZA6,B:A,-18.48918345
1ZAN,H:L,-18.29845854
2A1W,H:L,-17.96163252
2AAB,H:L,-18.87304559
2ADG,B:A,-16.76363384
2AGJ,H:L,-18.31475496
2AJ3,B:A,-18.46374758
2AJS,H:L,-17.77194538
2B0S,H:L,-15.70532269
2B2X,H:L,-17.32449949
2CMR,H:L,-15.85271571
2DD8,H:L,-18.80163732
2DDQ,H:L,-17.12069958
2DWD,A:B,-17.3049598
2.00E+27,H:L,-11.898981
2EH7,H:L,-16.92823523
2FAT,H:L,-18.15718107
2FB4,H:L,-19.51562515
2FBJ,H:L,-18.97614822
2FL5,H:L,-19.11896515
2G2R,H:L,-18.65688981
2G60,H:L,-17.51872064
2GCY,B:A,-17.51022405
2GFB,B:A,-18.42990975
2GJZ,H:L,-18.11731707
2GSG,B:A,-12.17593208
2GSI,B:A,-16.17907895
2HWZ,H:L,-18.01875303
2IPT,L:H,-18.79004646
2J4W,H:L,-21.51746398
2J5L,C:B,-22.32986876
2J6E,H:L,-14.35602064
2JB5,H:L,-17.61902944
2NTF,H:L,-13.95575232
2OJZ,H:L,-17.9836455
2ORB,H:L,-16.43879302
2OZ4,H:L,-17.42270414
2Q8A,H:L,-20.33070757
2QAD,D:C,-17.68696793
2QHR,H:L,-18.54912101
2QQK,H:L,-16.92137507
2QSC,H:L,-19.64994326
2UZI,H:L,-11.9416075
2V7N,B:A,-15.89491044
2VC2,H:L,-21.61266508
2W9D,H:L,-17.52569018
2XA8,H:L,-17.99347998
2XKN,B:A,-16.11428996
2XRA,H:L,-18.00588913
2XWT,A:B,-15.6149296
2XZA,H:L,-14.29669748
2Y5T,A:B,-19.40135935
2Y6S,D:C,-15.76939361
2YK1,H:L,-17.92164327
2Z4Q,B:A,-19.85705603
2Z91,A:B,-17.47337306
2ZKH,H:L,-17.37611898
2ZPK,H:L,-14.82269372
32C2,B:A,-18.67837152
3AB0,B:C,-14.20293827
3BZ4,B:A,-16.03002661
